unlimited,year,ISO_DateTime_UTC,ISO_DateTime_local,month,day,hour,Date,decimal_year,Longitude,Latitude,Cruise_number,Cruise_Leg,Station,Cast_number,Biogeochemical_Cruise_ID,Core_CARIACO_ID,Notes,Comments,Depth,Corrected_Depth,Winkler_O2_avg,Winkler_O2_flags,NO3,NO2,NH4,PO4,H2S,H2S_comment,CH4,CH4_comment,Acetate,Propionate,Incorporation_Acetate_Uptake_rate_constant,Respiration_Acetate_Uptake_rate_constant,Total_Acetate_uptake_rate_constant,Sulfite,SD_Sulfite,Thiosulfate,SD_Thiosulfate,Particulate_Elemental_sulfur,SD_Particulate_Elemental_sulfur,Particulate_element_sulfur_flags,Total_zero_valent_sulfur,SD_Total_zero_valent_sulfur,Total_zero_valent_Sulfur_flags,Total_Prokaryote_Cell_Density,SD_Total_Prokaryotes,Total_Prokaryote_Biomass_Estimates,SD_Prokaryote_Biomass_Estimates,Cyanobacteria,SD_Cyanobacteria,Methanogens,SD_Methanogens,Flagellated_Protists,SD_Flagellated_Protists,Ciliated_Protists,SD_Ciliated_Protists,Viral_Like_Particles_VLP,SD_Viral_Like_Particles_VLP,Heterotrophic_Bacterial_Production,SD_Heterotrophic_Bacterial_Production,Dark_carbon_fixation_rate,SD_Dark_carbon_fixation_rate,dissolved_Mn,SD_dissolved_Mn,dissolved_Fe,SD_dissolved_Fe
186,1999,1999-05-07 22:25:00,1999-05-07 18:25:00,5,7,,b'1999-05-07',1999.3497,-64.666,10.498,42,3,CAR,2,CAR-42,93HG_42,Cast 2: 7 May 1999; in water 1825; on deck 1937,For this cruise; a blank of 2 micromoles per liter has been  subtracted from acetate  concentrations measured by GC,350,350.0,,,,,,,3.5,n.f.,0.9160465526079724,n.f.,1.0,,0.0312,0.00528,0.03648,,,,,,,n.f.,,,n.f.,264122135.60085407,115807397.91729756,9.413817011690574,4.127596689741251,,,,,199179.29743764587,39895.84585178169,,,137247013.8583651,22210967.12822397,0.1,0.04,3.19,1.79,,,,
187,1999,1999-05-07 22:25:00,1999-05-07 18:25:00,5,7,,b'1999-05-07',1999.3497,-64.666,10.498,42,3,CAR,2,CAR-42,93HG_42,Cast 2: 7 May 1999; in water 1825; on deck 1937,For this cruise; a blank of 2 micromoles per liter has been  subtracted from acetate  concentrations measured by GC,375,377.0,,,,,,,5.2,n.f.,1.3193623786725015,n.f.,,,0.02448,0.01176,0.036239999999999994,,,,,,,n.f.,,,n.f.,194028184.2298582,48151497.02877109,6.915534804741921,1.7162112552082045,,,,,202480.6117598168,40153.23840566415,,,108959461.38374025,26296946.93011423,0.04,0.01,0.21,0.24,,,,
188,1999,1999-05-07 22:25:00,1999-05-07 18:25:00,5,7,,b'1999-05-07',1999.3497,-64.666,10.498,42,3,CAR,2,CAR-42,93HG_42,Cast 2: 7 May 1999; in water 1825; on deck 1937,For this cruise; a blank of 2 micromoles per liter has been  subtracted from acetate  concentrations measured by GC,400,402.0,,,,,,,6.3,n.f.,1.6694469447656994,n.f.,4.3,,0.008159999999999999,0.00216,0.01032,,,,,,,n.f.,,,n.f.,90004696.9778295,33929535.881032795,3.207939181676095,1.2093134161171737,,,,,255301.6409145516,36292.35009742721,,,155057695.04609185,355165936.62584555,0.02,0.02,0.47,0.0,,,,
189,1999,1999-05-07 22:25:00,1999-05-07 18:25:00,5,7,,b'1999-05-07',1999.3497,-64.666,10.498,42,3,CAR,2,CAR-42,93HG_42,Cast 2: 7 May 1999; in water 1825; on deck 1937,For this cruise; a blank of 2 micromoles per liter has been  subtracted from acetate  concentrations measured by GC,500,501.0,,,,,,,15.1,n.f.,4.426483603006955,n.f.,5.5,,0.00576,0.00144,0.0072000000000000015,,,,,,,n.f.,,,n.f.,,,,,,,,,265205.5838810643,30887.106465895504,,,105816399.9976708,28916164.751838755,0.0,0.0,0.1,0.0,,,,
190,1999,1999-05-07 22:25:00,1999-05-07 18:25:00,5,7,,b'1999-05-07',1999.3497,-64.666,10.498,42,3,CAR,2,CAR-42,93HG_42,Cast 2: 7 May 1999; in water 1825; on deck 1937,For this cruise; a blank of 2 micromoles per liter has been  subtracted from acetate  concentrations measured by GC,1300,1314.0,,,,,,,30.9,n.f.,13.491330099695592,n.f.,0.2,,0.0072,0.0048,0.012,,,,,,,n.f.,,,n.f.,71820903.7960784,9935055.716062896,3.453602576194281,0.4777402149247535,,,,,112244.68695381148,34361.90594330875,,,122579394.05670775,32059226.137908187,0.01,0.01,,,,,,
191,1999,1999-05-08 03:32:00,1999-05-07 23:32:00,5,7,,b'1999-05-07',1999.3497,-64.665,10.498,42,3,CAR,3,CAR-42,93HG_42,Cast 3: 7 May 1999; in water 2332; on deck 2359,For this cruise; a blank of 2 micromoles per liter has been  subtracted from acetate  concentrations measured by GC,15,15.0,,,,,,,,n.f.,,n.f.,,,0.09,0.01896,0.10895999999999999,,,,,,,n.f.,,,n.f.,701955368.0776546,79541396.99056491,22.902303894914457,2.5951525252848078,,,,,303720.91763972514,55339.399084729455,,,3132584514.782532,704045750.4795523,1.23,0.24,,,,,,
192,1999,1999-05-08 03:32:00,1999-05-07 23:32:00,5,7,,b'1999-05-07',1999.3497,-64.665,10.498,42,3,CAR,3,CAR-42,93HG_42,Cast 3: 7 May 1999; in water 2332; on deck 2359,For this cruise; a blank of 2 micromoles per liter has been  subtracted from acetate  concentrations measured by GC,35,35.0,,,,,,,,n.f.,,n.f.,0.2,,0.13632,0.07392,0.21024,,,,,,,n.f.,,,n.f.,1249500872.265579,292566057.89633065,40.766763807155975,9.545388598748717,,,,,268506.89820323524,59200.287392966384,,,11629327128.45689,3551659366.258456,9.64,0.37,,,,,,
193,1999,1999-05-08 03:32:00,1999-05-07 23:32:00,5,7,,b'1999-05-07',1999.3497,-64.665,10.498,42,3,CAR,3,CAR-42,93HG_42,Cast 3: 7 May 1999; in water 2332; on deck 2359,For this cruise; a blank of 2 micromoles per liter has been  subtracted from acetate  concentrations measured by GC,185,185.0,,,,,,,,n.f.,,n.f.,1.2,,0.00456,0.00288,0.00744,,,,,,,n.f.,,,n.f.,283423368.58707035,54551379.54525333,9.75458923558341,1.8774962077090651,,,,,187074.47825635245,39895.84585178169,,,299638518.80528563,64432758.41442331,0.11,0.01,,,,,,
194,1999,1999-05-08 03:32:00,1999-05-07 23:32:00,5,7,,b'1999-05-07',1999.3497,-64.665,10.498,42,3,CAR,3,CAR-42,93HG_42,Cast 3: 7 May 1999; in water 2332; on deck 2359,For this cruise; a blank of 2 micromoles per liter has been  subtracted from acetate  concentrations measured by GC,215,217.0,,,,,,,,n.f.,,n.f.,,,0.02568,0.01008,0.03576,,,,,,,n.f.,,,n.f.,233646504.5699863,50894303.82154919,8.041417649405677,1.7516305401531496,,,,,183773.16393418147,31273.1952967192,,,375071992.070952,49974676.03850393,0.17,0.03,,,,,,
195,1999,1999-05-08 03:32:00,1999-05-07 23:32:00,5,7,,b'1999-05-07',1999.3497,-64.665,10.498,42,3,CAR,3,CAR-42,93HG_42,Cast 3: 7 May 1999; in water 2332; on deck 2359,For this cruise; a blank of 2 micromoles per liter has been  subtracted from acetate  concentrations measured by GC,235,236.0,,,,,,,0.0,a,0.01595455933087816,a,,,0.0132,0.0192,0.0324,,,,,,,n.f.,,,n.f.,173711096.8759463,9498238.337953793,5.97861920890596,0.3269011087910569,,,,,103441.18209468901,35648.868712721065,,,300686205.93397546,50498519.60284884,0.11,0.04,,,,,,
196,1999,1999-05-08 03:32:00,1999-05-07 23:32:00,5,7,,b'1999-05-07',1999.3497,-64.665,10.498,42,3,CAR,3,CAR-42,93HG_42,Cast 3: 7 May 1999; in water 2332; on deck 2359,For this cruise; a blank of 2 micromoles per liter has been  subtracted from acetate  concentrations measured by GC,265,266.0,,,,,,,0.0,a,0.04380555094944981,n.f.,,,0.01104,0.00744,0.018480000000000003,,,,,,,n.f.,,,n.f.,118854961.02038433,9924897.17238594,4.236217655260758,0.35374227770852656,,,,,184873.6020415718,46716.748529666955,,,337355255.4381188,56994179.80072566,0.14,0.0,,,,,,
197,1999,1999-05-08 06:00:00,1999-05-08 02:00:00,5,8,,b'1999-05-08',1999.3525,-64.667,10.503,42,3,CAR,4,CAR-42,93HG_42,Cast 4: 8 May 1999; in water 0200; on dect 0400,For this cruise; a blank of 2 micromoles per liter has been  subtracted from acetate  concentrations measured by GC,500,501.0,,,,,,,,n.f.,4.4401606112365215,n.f.,,,,,,,,,,,,n.f.,,,n.f.,99756898.9077072,11275983.481421078,4.796941626340573,0.5422204893317755,,,,,,,,,,,,,,,,,,
198,1999,1999-05-08 06:00:00,1999-05-08 02:00:00,5,8,,b'1999-05-08',1999.3525,-64.667,10.503,42,3,CAR,4,CAR-42,93HG_42,Cast 4: 8 May 1999; in water 0200; on dect 0400,For this cruise; a blank of 2 micromoles per liter has been  subtracted from acetate  concentrations measured by GC,900,901.0,,,,,,,35.4,n.f.,8.888695802783925,n.f.,,,,,,,,,,,,n.f.,,,n.f.,,,,,,,,,,,,,,,,,,,,,,
199,1999,1999-05-08 06:00:00,1999-05-08 02:00:00,5,8,,b'1999-05-08',1999.3525,-64.667,10.503,42,3,CAR,4,CAR-42,93HG_42,Cast 4: 8 May 1999; in water 0200; on dect 0400,For this cruise; a blank of 2 micromoles per liter has been  subtracted from acetate  concentrations measured by GC,1225,1230.0,,,,,,,34.6,n.f.,,n.f.,,,,,,,,,,,,n.f.,,,n.f.,,,,,,,,,,,,,,,,,,,,,,
200,1999,1999-11-05 20:54:00,1999-11-05 16:54:00,11,5,,b'1999-11-05',1999.8443,-64.683,10.492,48,3,CAR,3,CAR-48,93HG_48,Cast 3: 5 Nov 1999; in water 1654; on deck 1705,nan,235,236.0,3.8955003068225977,,,,,,0.0,a,0.0032767519826086967,a,,,,,,,,,,,,n.f.,,,n.f.,179115167.8997382,31446924.3642154,6.1646112578319245,1.0823095901534456,,,,,1279766.4844899313,,,,,,2.94,0.19,0.51,0.06,,,,
201,1999,1999-11-05 20:54:00,1999-11-05 16:54:00,11,5,,b'1999-11-05',1999.8443,-64.683,10.492,48,3,CAR,3,CAR-48,93HG_48,Cast 3: 5 Nov 1999; in water 1654; on deck 1705,nan,245,245.0,1.4731605848446458,,,,,,0.0,a,0.0206280150709914,n.f.,,,,,,,,,,,,n.f.,,,n.f.,258495753.67348576,29920374.63779717,8.89665488346198,1.02977028966056,,,,,3425257.3555465806,,,,,,1.84,0.17,0.5,0.33,,,,
202,1999,1999-11-05 20:54:00,1999-11-05 16:54:00,11,5,,b'1999-11-05',1999.8443,-64.683,10.492,48,3,CAR,3,CAR-48,93HG_48,Cast 3: 5 Nov 1999; in water 1654; on deck 1705,nan,255,255.0,2.2041331625385387,,,,,,0.1,a,0.059604969489420685,n.f.,,,,,,,,,,,,n.f.,,,n.f.,281902849.47856516,34398253.83529063,10.047555590250887,1.2260194185937907,,,,,4868131.333157778,,,,,,2.35,0.08,0.19,0.16,,,,
203,1999,1999-11-05 20:54:00,1999-11-05 16:54:00,11,5,,b'1999-11-05',1999.8443,-64.683,10.492,48,3,CAR,3,CAR-48,93HG_48,Cast 3: 5 Nov 1999; in water 1654; on deck 1705,nan,265,265.0,3.728337016177422,,,,,,0.0,a,0.1404298181260802,n.f.,,,,,,,,,,,,n.f.,,,n.f.,315486943.4597661,95460242.89201954,11.244556797753699,3.4023852504170877,,,,,3299790.0531456075,,,,,,1.3,0.06,0.83,0.2,,,,
204,1999,1999-11-05 20:54:00,1999-11-05 16:54:00,11,5,,b'1999-11-05',1999.8443,-64.683,10.492,48,3,CAR,3,CAR-48,93HG_48,Cast 3: 5 Nov 1999; in water 1654; on deck 1705,nan,275,275.0,3.0827562277707123,,,,,,0.1,a,0.21009647062764716,n.f.,,,,,,,,,,,,n.f.,,,n.f.,219823160.60422412,35823033.57994764,7.834916994563869,1.2768012880030006,,,,,4592103.267875636,,,,,,0.9,0.11,0.1,0.14,,,,
205,1999,1999-11-05 20:54:00,1999-11-05 16:54:00,11,5,,b'1999-11-05',1999.8443,-64.683,10.492,48,3,CAR,3,CAR-48,93HG_48,Cast 3: 5 Nov 1999; in water 1654; on deck 1705,nan,285,285.0,1.7319710996459432,,,,,,0.1,a,0.26110609411779884,n.f.,,,,,,,,,,,,n.f.,,,n.f.,,,,,,,,,701362.2204214428,,,,,,0.45,0.01,1.05,0.22,,,,
206,1999,1999-11-07 02:58:00,1999-11-06 22:58:00,11,6,,b'1999-11-06',1999.847,-64.833,10.498,48,3,CAR,4,CAR-48,93HG_48,Cast 4: 5 Nov 1999; in water 2258; on deck 6 Nov 0025,nan,265,265.0,,,,,,,,n.f.,,n.f.,,,,,,,,,,,,n.f.,,,n.f.,,,,,,,,,2258411.4432175257,,,,,,,,,,,,,
207,1999,1999-11-07 02:58:00,1999-11-06 22:58:00,11,6,,b'1999-11-06',1999.847,-64.833,10.498,48,3,CAR,4,CAR-48,93HG_48,Cast 4: 5 Nov 1999; in water 2258; on deck 6 Nov 0025,nan,280,283.0,,,,,,,,n.f.,,n.f.,,,,,,,,,,,,n.f.,,,n.f.,241194856.7740793,19946916.425198115,8.596645035702021,0.7109461717289436,,,,,1794182.424333923,,,,,,0.64,0.08,1.53,0.08,,,,
208,1999,1999-11-07 02:58:00,1999-11-06 22:58:00,11,6,,b'1999-11-06',1999.847,-64.833,10.498,48,3,CAR,4,CAR-48,93HG_48,Cast 4: 5 Nov 1999; in water 2258; on deck 6 Nov 0025,nan,295,294.0,,,,,,,0.1,a,0.2792937089986601,n.f.,,,,,,,,,,,,n.f.,,,n.f.,275796650.5728923,20048686.406959333,9.829919007068556,0.7145734481153158,,,,,3174322.750744634,,,,,,0.49,0.05,2.63,0.19,,,,
209,1999,1999-11-07 02:58:00,1999-11-06 22:58:00,11,6,,b'1999-11-06',1999.847,-64.833,10.498,48,3,CAR,4,CAR-48,93HG_48,Cast 4: 5 Nov 1999; in water 2258; on deck 6 Nov 0025,nan,455,465.0,,,,,,,11.8,n.f.,3.4147474951384247,n.f.,,,,,,,,,,,,n.f.,,,n.f.,143495674.28331295,28902674.82018502,6.900178140123111,1.389823114748201,,,,,2935934.876182784,,,,,,0.02,0.0,0.0,0.0,,,,
210,1999,1999-11-07 02:58:00,1999-11-06 22:58:00,11,6,,b'1999-11-06',1999.847,-64.833,10.498,48,3,CAR,4,CAR-48,93HG_48,Cast 4: 5 Nov 1999; in water 2258; on deck 6 Nov 0025,nan,930,928.0,,,,,,,29.1,n.f.,10.823247981061556,n.f.,,,,,,,,,,,,n.f.,,,n.f.,98513342.34485601,7158500.5170838535,4.737143574212179,0.3442259080682693,,,,,3713832.1510688206,,,,,,0.02,0.0,0.0,0.0,,,,
211,1999,1999-11-07 02:58:00,1999-11-06 22:58:00,11,6,,b'1999-11-06',1999.847,-64.833,10.498,48,3,CAR,4,CAR-48,93HG_48,Cast 4: 5 Nov 1999; in water 2258; on deck 6 Nov 0025,nan,1225,1231.0,,,,,,,33.6,n.f.,12.736328927281733,n.f.,,,,,,,,,,,,n.f.,,,n.f.,100650511.96184152,12517707.756629428,4.839912184809758,0.6019304335001012,,,,,2308598.3641779157,,,,,,0.01,0.01,0.02,0.02,,,,
212,2000,2000-05-03 17:52:00,2000-05-03 13:52:00,5,3,,b'2000-05-03',2000.3388,-64.67399999999999,10.495,54,1,CAR,1,CAR-54,93HG_54,Cast 1: 3 May 2000: in water 1352; on deck 1442,nan,260,260.0,2.184598911394664,,,,,,,n.f.,0.06543505445443884,n.f.,,,0.1872,,,,,,,,,n.f.,,,n.f.,646387684.3684317,358092707.7721829,23.038490755089683,12.763107554462831,,,,,7190339.568874131,,,,,,0.13,0.02,0.0,0.0,,,,
213,2000,2000-05-03 17:52:00,2000-05-03 13:52:00,5,3,,b'2000-05-03',2000.3388,-64.67399999999999,10.495,54,1,CAR,1,CAR-54,93HG_54,Cast 1: 3 May 2000: in water 1352; on deck 1442,nan,270,269.0,4.192272686713661,,,,,,0.119375,a,0.07594921710667997,n.f.,,,0.0264,,,,,,,,,n.f.,,,n.f.,739451325.9363438,315607132.27378833,26.35545656020432,11.248840556475715,,,,,7321073.0155426515,,,,,,0.07,0.02,0.0,0.0,,,,
214,2000,2000-05-03 17:52:00,2000-05-03 13:52:00,5,3,,b'2000-05-03',2000.3388,-64.67399999999999,10.495,54,1,CAR,1,CAR-54,93HG_54,Cast 1: 3 May 2000: in water 1352; on deck 1442,nan,280,280.0,3.0768983670919963,,,,,,0.3979166666666665,a,0.0961817154778432,n.f.,,,0.006239999999999999,,,,,,,,,n.f.,,,n.f.,703035118.3662912,157803566.13689417,25.057513419072503,5.6244202782378565,,,,,3311913.983672864,,,,,,0.92,0.27,5.53,0.31,,,,
215,2000,2000-05-03 17:52:00,2000-05-03 13:52:00,5,3,,b'2000-05-03',2000.3388,-64.67399999999999,10.495,54,1,CAR,1,CAR-54,93HG_54,Cast 1: 3 May 2000: in water 1352; on deck 1442,nan,290,290.0,2.8538235031676633,,,,,,0.4377083333333331,a,0.0813017663696706,n.f.,,,,,,,,,,,,n.f.,,,n.f.,692919505.1523877,204335386.92085013,24.696973657647003,7.2829031807951745,,,,,2810769.1044259467,,,,,,0.33,0.02,0.24,0.15,,,,
216,2000,2000-05-03 17:52:00,2000-05-03 13:52:00,5,3,,b'2000-05-03',2000.3388,-64.67399999999999,10.495,54,1,CAR,1,CAR-54,93HG_54,Cast 1: 3 May 2000: in water 1352; on deck 1442,nan,300,300.0,1.738449183545998,,,,,,0.6366666666666666,n.f.,0.16108212703139074,n.f.,,,,,,,,,,,,n.f.,,,n.f.,425867316.3053362,224566613.34865707,15.178723956013705,8.003982703646184,,,,,2701824.56518459,,,,,,0.46,0.05,9.94,0.15,,,,
217,2000,2000-05-03 17:52:00,2000-05-03 13:52:00,5,3,,b'2000-05-03',2000.3388,-64.67399999999999,10.495,54,1,CAR,1,CAR-54,93HG_54,Cast 1: 3 May 2000: in water 1352; on deck 1442,nan,310,310.0,3.2999732310163283,,,,,,0.6764583333333334,n.f.,0.22028434324158166,n.f.,,,,,,,,,,,,n.f.,,,n.f.,362138953.0577443,204335386.92085013,12.907323459033035,7.2829031807951745,,,,,2876135.827760206,,,,,,0.32,0.22,4.55,0.62,,,,
218,2000,2000-05-03 22:11:00,2000-05-03 18:11:00,5,3,,b'2000-05-03',2000.3388,-64.671,10.489,54,1,CAR,2,CAR-54,93HG_54,Cast 2: 3 May 2000; in water 1811; on deck 1928,nan,320,320.0,1.738449183545998,,,,,,0.5172916666666666,a,0.2540645907648313,n.f.,,,,,,,,,,,,n.f.,,,n.f.,386416424.7711126,129479849.13796444,13.772618886454241,4.614908946246447,,,,,3878425.5862540393,,,,,,0.14,0.14,1.56,0.24,,,,
219,2000,2000-05-03 22:11:00,2000-05-03 18:11:00,5,3,,b'2000-05-03',2000.3388,-64.671,10.489,54,1,CAR,2,CAR-54,93HG_54,Cast 2: 3 May 2000; in water 1811; on deck 1928,nan,340,343.0,-0.04614972784866599,,,,,,2.785416666666667,d,0.5713698772064779,n.f.,,,0.0312,,,,,,,,,n.f.,,,n.f.,323699622.84491116,78396002.4077519,11.537272365616117,2.7941831510476534,,,,,5207548.960366401,,,,,,0.21,0.04,5.01,0.75,,,,
220,2000,2000-05-03 22:11:00,2000-05-03 18:11:00,5,3,,b'2000-05-03',2000.3388,-64.671,10.489,54,1,CAR,2,CAR-54,93HG_54,Cast 2: 3 May 2000; in water 1811; on deck 1928,nan,350,351.0,-0.04614972784866599,,,,,,3.223125,d,0.7008980852567003,n.f.,,,0.0288,,,,,,,,,n.f.,,,n.f.,183092599.1716528,107225500.06737679,6.5257696818016155,3.8217214711103393,,,,,4401359.3729281165,,,,,,0.06,0.05,8.99,0.82,,,,
221,2000,2000-05-03 22:11:00,2000-05-03 18:11:00,5,3,,b'2000-05-03',2000.3388,-64.671,10.489,54,1,CAR,2,CAR-54,93HG_54,Cast 2: 3 May 2000; in water 1811; on deck 1928,nan,360,364.0,,,,,,,5.2525,c,0.8167152230408324,n.f.,,,0.03552,,,,,,,,,n.f.,,,n.f.,178034792.5647011,118352674.6026706,6.345499801088865,4.218315208678392,,,,,3878425.5862540393,,,,,,0.0,0.0,3.01,0.92,,,,
222,2000,2000-05-03 22:11:00,2000-05-03 18:11:00,5,3,,b'2000-05-03',2000.3388,-64.671,10.489,54,1,CAR,2,CAR-54,93HG_54,Cast 2: 3 May 2000; in water 1811; on deck 1928,nan,500,504.0,,,,,,,29.047916666666666,n.f.,4.070317823344654,n.f.,,,,,,,,,,,,n.f.,,,n.f.,154768882.17272314,52904657.10871516,7.442265161464195,2.5439899865658653,,,,,3420858.521861449,,,,,,0.0,0.01,0.0,0.0,,,,
223,2000,2000-05-03 22:11:00,2000-05-03 18:11:00,5,3,,b'2000-05-03',2000.3388,-64.671,10.489,54,1,CAR,2,CAR-54,93HG_54,Cast 2: 3 May 2000; in water 1811; on deck 1928,nan,1300,1299.0,,,,,,,61.99541666666668,n.f.,10.878550944582772,n.f.,,,0.015,,,,,,,,,n.f.,,,n.f.,,,,,,,,,,,,,,,0.0,0.01,0.0,0.0,,,,
224,2000,2000-05-04 03:22:00,2000-05-03 23:22:00,5,3,,b'2000-05-03',2000.3388,-64.676,10.494000000000002,54,1,CAR,3,CAR-54,93HG_54,Cast 3: 3 May 2000; in water 2322; on deck 2400,nan,15,15.0,192.02130811100207,,,,,,,n.f.,,n.f.,,,0.027360000000000002,,,,,,,,,n.f.,,,n.f.,605925231.512818,294364344.5245911,19.76918251612799,9.604060287467854,,,,,2222468.5944176074,,,,,,24.61,2.87,,,,,,
225,2000,2000-05-04 03:22:00,2000-05-03 23:22:00,5,3,,b'2000-05-03',2000.3388,-64.676,10.494000000000002,54,1,CAR,3,CAR-54,93HG_54,Cast 3: 3 May 2000; in water 2322; on deck 2400,nan,35,37.0,140.71408940840547,,,,,,,n.f.,,n.f.,,,0.01488,,,,,,,,,n.f.,,,n.f.,319653377.5593497,104190816.10320576,10.429151377456504,3.399375290753227,,,,,2069946.2392691544,,,,,,4.94,0.47,,,,,,
226,2000,2000-05-04 03:22:00,2000-05-03 23:22:00,5,3,,b'2000-05-03',2000.3388,-64.676,10.494000000000002,54,1,CAR,3,CAR-54,93HG_54,Cast 3: 3 May 2000; in water 2322; on deck 2400,nan,150,152.0,95.65296689569021,,,,,,,n.f.,,n.f.,,,0.00504,,,,,,,,,n.f.,,,n.f.,173988547.2791397,42283263.23411651,5.988168226440719,1.455264138751291,,,,,1394490.0984993915,,,,,,0.63,0.09,,,,,,
227,2000,2000-05-04 03:22:00,2000-05-03 23:22:00,5,3,,b'2000-05-03',2000.3388,-64.676,10.494000000000002,54,1,CAR,3,CAR-54,93HG_54,Cast 3: 3 May 2000; in water 2322; on deck 2400,nan,200,202.0,52.59951815829393,,,,,,,n.f.,,n.f.,,,0.00288,,,,,,,,,n.f.,,,n.f.,177023231.24331075,60491367.01914276,6.092613021087941,2.0819329066346217,,,,,1568801.3610750085,,,,,,0.44,0.04,0.0,0.0,,,,
228,2000,2000-05-04 03:22:00,2000-05-03 23:22:00,5,3,,b'2000-05-03',2000.3388,-64.676,10.494000000000002,54,1,CAR,3,CAR-54,93HG_54,Cast 3: 3 May 2000; in water 2322; on deck 2400,nan,240,241.0,19.80751316141697,,,,,,,n.f.,,n.f.,,,,,,,,,,,,n.f.,,,n.f.,150722636.88716173,69393106.64737782,5.1874248008120185,2.3883043042664727,,,,,1917423.885173471,,,,,,0.36,0.07,0.0,0.0,,,,
229,2000,2000-05-04 03:22:00,2000-05-03 23:22:00,5,3,,b'2000-05-03',2000.3388,-64.676,10.494000000000002,54,1,CAR,3,CAR-54,93HG_54,Cast 3: 3 May 2000; in water 2322; on deck 2400,nan,330,330.0,2.184598911394664,,,,,,0.119375,a,0.3209117242289215,n.f.,,,,,,,,,,,,n.f.,,,n.f.,277167802.0609552,66560734.94748484,9.878789463058801,2.372351630179814,,,,,2069946.2392691544,,,,,,0.16,0.02,6.25,0.66,,,,
230,2000,2000-05-04 06:27:00,2000-05-04 02:27:00,5,4,,b'2000-05-04',2000.3415,-64.671,10.491,54,1,CAR,4,CAR-54,93HG_54,Cast 4: 4 May 2000; in water 0227; on deck 0405,nan,325,308.0,,,,,,,,n.f.,,n.f.,,,,,,,,,,,,n.f.,,,n.f.,,,,,,,,,,,,,,,0.57,0.29,,,,,,
231,2000,2000-05-04 06:27:00,2000-05-04 02:27:00,5,4,,b'2000-05-04',2000.3415,-64.671,10.491,54,1,CAR,4,CAR-54,93HG_54,Cast 4: 4 May 2000; in water 0227; on deck 0405,nan,455,458.0,,,,,,,16.831875,n.f.,2.6486353886721163,n.f.,,,,,,,,,,,,n.f.,,,n.f.,,,,,,,,,,,,,,,,,,,,,,
232,2000,2000-05-04 06:27:00,2000-05-04 02:27:00,5,4,,b'2000-05-04',2000.3415,-64.671,10.491,54,1,CAR,4,CAR-54,93HG_54,Cast 4: 4 May 2000; in water 0227; on deck 0405,nan,900,901.0,,,,,,,60.40375,n.f.,8.067176539108676,n.f.,,,,,,,,,,,,n.f.,,,n.f.,,,,,,,,,,,,,,,,,,,,,,
233,2000,2000-05-04 06:27:00,2000-05-04 02:27:00,5,4,,b'2000-05-04',2000.3415,-64.671,10.491,54,1,CAR,4,CAR-54,93HG_54,Cast 4: 4 May 2000; in water 0227; on deck 0405,nan,1300,1300.0,,,,,,,67.84479166666667,n.f.,11.642949619069205,n.f.,,,,,,,,,,,,n.f.,,,n.f.,82846872.22186942,55231248.14791296,3.983800762901421,2.6558671752676144,,,,,2505724.3951818105,,,,,,,,,,,,,
234,2000,2000-10-30 18:25:00,2000-10-30 14:25:00,10,30,,b'2000-10-30',2000.8292,-64.661,10.498,60,1,CAR,1,CAR-60,93HG_60,Cast 1: 30 Oct 2000; in water 1425; on deck 1503,"""Corrected depths not available for cast 1 and for 1300 m on cast 3. Intended depths are tabulated instead. These depths are marked as """"n.a.""""""",265,,6.526403283503842,,,,,,2.1483942413969004e-06,a,0.1411690968913322,n.f.,,,0.0145488,,,,,,,,,n.f.,,,n.f.,,,,,,,,,,,,,,,0.06,0.03,6.12,2.8,,,,
235,2000,2000-10-30 18:25:00,2000-10-30 14:25:00,10,30,,b'2000-10-30',2000.8292,-64.661,10.498,60,1,CAR,1,CAR-60,93HG_60,Cast 1: 30 Oct 2000; in water 1425; on deck 1503,"""Corrected depths not available for cast 1 and for 1300 m on cast 3. Intended depths are tabulated instead. These depths are marked as """"n.a.""""""",275,,1.8292607281065518,,,,,,,n.f.,0.1800531137525619,n.f.,,,0.0240576,,,,,,,,,n.f.,,,n.f.,327915500.0604561,89296987.30543949,11.687534275927465,3.1827150582298462,,,,,,,,,,,0.26,0.02,2.43,0.18,,,,
236,2000,2000-10-30 18:25:00,2000-10-30 14:25:00,10,30,,b'2000-10-30',2000.8292,-64.661,10.498,60,1,CAR,1,CAR-60,93HG_60,Cast 1: 30 Oct 2000; in water 1425; on deck 1503,"""Corrected depths not available for cast 1 and for 1300 m on cast 3. Intended depths are tabulated instead. These depths are marked as """"n.a.""""""",285,,3.1253057209406827,,,,,,,n.f.,0.1730545315645043,n.f.,,,0.0245064,,,,,,,,,n.f.,,,n.f.,,,,,,,,,,,,,,,0.38,0.07,2.86,0.27,,,,
