,Cruise,Leg,Day,Month,Year,Date,Depth_target,Depth_real,O2_(ml/L),O2_(?mol/kg),NO3_UDO,PO4_UDO,Si(OH)4_UDO,NH4_USF,NO2_USF,NO3+NO2_USF,PO4_USF,Si(OH)4_USF,pH,Alkalinity_(mol/kg),Alkalinity_(?mol/kg),TCO2,fCO2,pH_corrected,TCO2_corrected,fCO2_corrected,Salinity_bottles,Salinity_CTD,Temperature,Sigma-t,TPP,PIP,POC_(?g/kg),PN_(?g/kg),POC_(?g/L),PN_(?g/L),C/N_particulate,DON,DOP,DOC,TOC,PrimaryProductivity,Chlorophyll,Phaeopigments,Total Prokaryotes ,Bact_Biomass_(mgC/m3),Bact_Biomass_(?MC),,
,,,,,,,target,real,,,UDO,UDO,UDO,USF,USF,USF,USF,USF,"at 25°C, no-corrected for impurities",,,,,"at 25°C, corrected for impurities",recalculated,recalculated,bottles,CTD,CTD,CTD,,,,,,,,USF,USF,,,,,,Decay Corrected,,,,
,nnn,n,dd,mm,yyyy,yyyy/mm/dd,m,m,ml/L,?mol/kg,?M,?M,?M,?M,?M,?M,?M,?M,,mol/kg,?mol/kg,?mol/kg,?atm,,?mol/kg,?atm,PSU,PSU,degC (°C),Kg/m3,nM,nM,?g/kg,?g/kg,?g/L,?g/L,mol/mol,?M,?M,?M,?M,mgC/m3/hr,mg/m3,mg/m3,(x10^8/L),mgC/m3,?MC,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4148,209,1,14,01,2014,2014/01/14,15,14.8,4.06,176.96,-9999,-9999,-9999,0.46,0.21,1.99,0.22,3.83,7.988,0.00240,2403,2115,440,7.997,2109,428,36.803,36.805,22.822,25.355,45.68,13.55,136.75,15.15,10.53,133.45,14.78,-9999,-9999,-9999,-9999,2.07,0.64,0.57,-9999,-9999,-9999,,
4149,209,1,14,01,2014,2014/01/14,25,26.0,2.91,126.83,-9999,-9999,-9999,0.62,0.52,6.67,0.47,4.98,7.819,0.00241,2405,2207,682,7.831,2201,660,36.821,36.813,22.192,25.542,33.81,15.01,81.49,10.84,8.77,79.52,10.58,-9999,-9999,-9999,-9999,0.25,0.17,0.32,1.46,4.76,0.40,,
4150,209,1,14,01,2014,2014/01/14,35,36.5,2.84,123.45,-9999,-9999,-9999,0.27,0.34,8.04,0.89,3.77,7.899,0.00240,2397,2158,533,7.909,2153,519,36.779,36.785,21.563,25.697,31.87,6.72,114.08,12.36,10.77,111.33,12.06,-9999,-9999,55.60,-9999,0.02,0.20,0.30,0.96,3.15,0.26,,
4151,209,1,14,01,2014,2014/01/14,55,54.9,2.81,122.40,-9999,-9999,-9999,0.27,0.12,8.84,0.58,11.06,7.884,0.00239,2390,2160,534,7.894,2155,520,36.734,36.721,20.643,25.903,20.40,16.61,61.77,7.28,9.90,60.28,7.11,-9999,-9999,-9999,-9999,0.01,0.08,0.14,0.98,3.18,0.27,,
4152,209,1,14,01,2014,2014/01/14,75,74.3,2.60,113.04,-9999,-9999,-9999,0.18,0.06,10.04,0.70,14.28,7.856,0.00240,2395,2180,562,7.864,2176,550,36.671,36.648,19.913,26.043,24.22,5.26,80.54,8.98,10.47,78.60,8.76,-9999,-9999,58.79,-9999,0.00,0.04,0.10,0.75,2.45,0.20,,
4153,209,1,14,01,2014,2014/01/14,100,99.4,2.16,93.82,-9999,-9999,-9999,0.17,0.04,11.43,0.90,9.48,7.913,0.00239,2394,2149,472,7.921,2144,461,36.604,36.599,19.483,26.119,27.62,3.53,117.09,14.63,9.34,114.27,14.28,-9999,-9999,-9999,-9999,0.00,0.04,0.09,1.03,3.37,0.28,,
4154,209,1,14,01,2014,2014/01/14,130,130.6,2.05,89.09,-9999,-9999,-9999,0.19,0.05,11.64,0.98,9.77,7.798,0.00238,2377,2191,628,7.808,2187,611,36.554,36.546,19.002,26.203,21.39,7.93,73.96,7.02,12.30,72.18,6.85,-9999,-9999,59.84,-9999,-9999,-9999,-9999,1.04,3.59,0.30,,
4155,209,1,14,01,2014,2014/01/14,160,160.8,0.82,35.52,-9999,-9999,-9999,0.29,0.04,12.37,1.58,21.42,7.683,0.00238,2384,2248,831,7.690,2245,816,36.451,36.449,18.288,26.311,35.04,0.00,90.25,12.62,8.35,88.08,12.31,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.77,2.66,0.22,,
4156,209,1,14,01,2014,2014/01/14,200,201.1,0.21,9.00,-9999,-9999,-9999,0.18,0.03,2.56,1.94,31.96,7.630,0.00240,2395,2280,948,7.648,2273,904,36.419,36.405,17.991,26.351,17.38,0.00,65.64,9.03,8.48,64.06,8.82,-9999,-9999,76.35,-9999,-9999,-9999,-9999,0.53,1.81,0.15,,
4157,209,1,14,01,2014,2014/01/14,250,249.6,0.08,3.40,-9999,-9999,-9999,0.16,0.09,2.56,1.89,39.55,7.616,0.00242,2416,2306,988,7.634,2299,943,36.378,36.382,17.848,26.369,12.46,0.00,55.96,9.15,7.14,54.61,8.93,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.61,2.16,0.18,,
4158,209,1,14,01,2014,2014/01/14,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,
4159,209,1,14,01,2014,2014/01/14,300,298.8,0.05,2.32,-9999,-9999,-9999,2.29,0.02,0.03,2.98,46.60,7.624,0.00241,2413,2299,961,7.645,2290,909,36.364,36.361,17.722,26.384,27.58,0.00,146.37,15.13,11.29,142.84,14.76,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.30,1.06,0.09,,
4160,209,1,14,01,2014,2014/01/14,350,351.1,0.00,0.00,-9999,-9999,-9999,6.50,0.02,0.07,2.99,55.50,7.688,0.00242,2424,2283,812,7.689,2283,810,36.341,36.342,17.607,26.397,12.32,0.00,75.12,12.14,7.22,73.31,11.84,-9999,-9999,61.26,240.82,-9999,-9999,-9999,0.81,2.88,0.24,,
4161,209,1,14,01,2014,2014/01/14,400,402.8,0.00,0.00,-9999,-9999,-9999,10.48,0.02,0.07,3.19,60.14,7.612,0.00245,2448,2337,997,7.632,2329,947,36.326,36.325,17.518,26.407,15.51,4.34,51.00,8.58,6.93,49.77,8.38,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.47,1.66,0.14,,
4162,209,1,14,01,2014,2014/01/14,500,502.0,-9999,-9999,-9999,-9999,-9999,15.32,0.02,0.09,3.48,76.82,7.603,0.00245,2449,2341,1016,7.623,2333,964,36.301,36.299,17.379,26.420,12.20,1.45,65.37,10.25,7.44,63.80,10.00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.29,1.40,0.12,,
4163,209,1,14,01,2014,2014/01/14,750,747.2,-9999,-9999,-9999,-9999,-9999,21.79,0.01,0.10,3.81,89.37,7.583,0.00247,2466,2365,1072,7.603,2357,1019,36.266,36.266,17.256,26.425,11.11,1.45,66.01,7.84,9.82,64.41,7.65,-9999,-9999,58.50,61.12,-9999,-9999,-9999,0.26,1.27,0.11,,
4164,209,1,14,01,2014,2014/01/14,1310,1298.8,-9999,-9999,-9999,-9999,-9999,28.11,0.01,0.12,4.09,95.48,7.571,0.00251,2510,2412,1129,7.590,2405,1073,36.252,36.252,17.291,26.405,14.56,6.01,72.84,8.54,9.96,71.08,8.33,-9999,-9999,63.74,65.74,-9999,-9999,-9999,0.31,1.51,0.13,,
4165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4166,210,1,04,02,2014,2014/02/04,1,1.7,4.95,215.68,-9999,-9999,-9999,0.28,0.07,0.14,0.16,2.02,8.015,0.00244,2444,2137,407,8.027,2129,392,36.722,36.715,22.282,25.442,112.82,78.70,171.06,26.82,7.44,166.94,26.17,-9999,-9999,74.90,-9999,20.51,2.99,2.17,-9999,-9999,-9999,,
4167,210,1,04,02,2014,2014/02/04,7,7.1,5.04,219.54,-9999,-9999,-9999,0.13,0.07,0.18,0.16,2.02,8.020,0.00244,2442,2132,387,8.033,2123,373,36.733,36.715,21.471,25.670,156.52,84.00,239.32,34.43,8.11,233.56,33.60,-9999,-9999,-9999,-9999,13.45,2.38,1.93,7.05,23.01,1.92,,
4168,210,1,04,02,2014,2014/02/04,15,14.5,4.14,180.03,-9999,-9999,-9999,0.29,0.13,2.37,0.23,2.43,7.960,0.00245,2454,2178,458,7.971,2171,444,36.726,36.724,21.348,25.711,158.56,122.29,189.30,35.86,6.16,184.74,34.99,-9999,-9999,-9999,-9999,2.78,2.81,1.86,-9999,-9999,-9999,,
4169,210,1,04,02,2014,2014/02/04,25,24.3,3.19,138.91,-9999,-9999,-9999,0.21,0.31,6.79,0.42,3.04,7.904,0.00242,2423,2180,523,7.915,2174,507,36.770,36.753,21.074,25.809,179.00,90.68,128.81,21.92,6.86,125.70,21.39,-9999,-9999,-9999,-9999,0.25,0.65,0.68,2.78,9.07,0.76,,
4170,210,1,04,02,2014,2014/02/04,35,34.5,2.87,125.00,-9999,-9999,-9999,0.08,0.20,8.82,0.52,3.38,7.886,0.00243,2434,2200,546,7.896,2195,531,36.711,36.742,20.842,25.864,57.07,17.45,51.92,8.86,6.83,50.67,8.65,-9999,-9999,59.37,-9999,0.10,0.17,0.37,0.86,2.82,0.23,,
4171,210,1,04,02,2014,2014/02/04,55,55.6,3.38,146.91,-9999,-9999,-9999,0.11,0.12,8.81,0.52,3.67,7.865,0.00242,2422,2200,571,7.875,2195,555,36.723,36.727,20.640,25.908,52.97,3.03,62.25,10.30,7.05,60.75,10.05,-9999,-9999,-9999,-9999,0.00,0.11,0.28,1.17,3.83,0.32,,
4172,210,1,04,02,2014,2014/02/04,75,74.8,3.09,134.56,-9999,-9999,-9999,0.09,0.10,9.84,0.60,4.52,7.864,0.00241,2409,2188,554,7.875,2183,538,36.672,36.666,19.993,26.035,52.67,2.25,50.56,8.48,6.96,49.34,8.28,-9999,-9999,65.67,-9999,0.05,0.07,0.17,1.17,3.83,0.32,,
4173,210,1,04,02,2014,2014/02/04,100,99.7,1.69,73.53,-9999,-9999,-9999,0.67,0.07,9.35,0.58,3.67,7.882,0.00241,2414,2184,521,7.893,2178,506,36.629,36.636,19.629,26.109,22.66,9.96,50.74,6.83,8.66,49.51,6.67,-9999,-9999,-9999,-9999,0.00,0.07,0.15,0.69,2.24,0.19,,
4174,210,1,04,02,2014,2014/02/04,130,126.3,1.94,84.37,-9999,-9999,-9999,0.08,0.04,9.79,0.60,4.24,7.872,0.00239,2391,2168,522,7.882,2163,509,36.592,36.593,19.261,26.172,23.50,13.05,57.89,7.96,8.49,56.49,7.76,-9999,-9999,58.74,-9999,-9999,-9999,-9999,0.80,2.74,0.23,,
4175,210,1,04,02,2014,2014/02/04,160,163.8,0.06,2.55,-9999,-9999,-9999,0.13,0.03,12.09,1.23,13.59,7.753,0.00239,2394,2228,697,7.762,2224,680,36.478,36.472,18.415,26.296,-9999,-9999,60.26,8.29,8.48,58.81,8.09,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.79,2.71,0.23,,
4176,210,1,04,02,2014,2014/02/04,200,198.2,0.05,2.05,-9999,-9999,-9999,0.03,0.03,11.44,1.16,13.22,7.768,0.00240,2400,2227,666,7.778,2222,648,36.431,36.438,18.182,26.328,-9999,-9999,39.99,7.11,6.57,39.03,6.93,-9999,-9999,64.16,-9999,-9999,-9999,-9999,0.79,2.71,0.23,,
4177,210,1,04,02,2014,2014/02/04,238,238.2,0.02,1.04,-9999,-9999,-9999,0.45,0.00,0.00,1.93,36.65,7.611,0.00243,2433,2326,1020,7.619,2321,989,36.381,36.385,17.875,26.364,-9999,-9999,68.77,16.20,4.95,67.11,15.81,-9999,-9999,58.61,328.72,-9999,-9999,-9999,2.31,8.25,0.69,,
4178,210,1,04,02,2014,2014/02/04,250,248.8,0.00,0.00,-9999,-9999,-9999,1.36,0.00,0.00,2.68,38.93,7.607,0.00242,2422,2312,1003,7.615,2311,991,36.380,36.380,17.849,26.367,-9999,-9999,45.70,10.55,5.05,44.60,10.30,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.62,5.76,0.48,,
4179,210,1,04,02,2014,2014/02/04,300,298.1,0.00,0.00,-9999,-9999,-9999,3.98,0.01,0.02,2.94,45.75,7.615,0.00244,2440,2328,993,7.623,2325,973,36.355,36.356,17.696,26.386,-9999,-9999,43.04,9.12,5.51,42.01,8.90,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.56,1.99,0.17,,
4180,210,1,04,02,2014,2014/02/04,350,350.0,-9999,-9999,-9999,-9999,-9999,8.19,0.01,0.06,3.08,54.48,7.610,0.00244,2440,2330,-9999,7.618,2326,977,36.314,-9999,-9999,-9999,-9999,-9999,56.34,9.46,6.95,54.98,9.23,-9999,-9999,56.13,78.46,-9999,-9999,-9999,0.42,1.48,0.12,,
4181,210,1,04,02,2014,2014/02/04,400,397.9,-9999,-9999,-9999,-9999,-9999,11.22,0.01,0.10,3.24,60.84,7.607,0.00243,2433,2325,1004,7.615,2321,983,36.319,36.320,17.494,26.408,-9999,-9999,45.77,8.02,6.66,44.67,7.82,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.28,1.01,0.08,,
4182,210,1,04,02,2014,2014/02/04,500,497.1,-9999,-9999,-9999,-9999,-9999,15.22,0.01,0.14,3.49,70.10,7.592,0.00248,2481,2376,1060,7.601,2373,1036,36.299,36.299,17.388,26.418,-9999,-9999,43.86,8.12,6.30,42.80,7.93,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.40,1.92,0.16,,
4183,210,1,04,02,2014,2014/02/04,750,745.1,-9999,-9999,-9999,-9999,-9999,21.95,0.00,0.19,3.82,84.46,7.582,0.00250,2496,2394,1088,7.591,2391,1065,36.267,36.266,17.260,26.424,-9999,-9999,44.79,7.82,6.68,43.71,7.63,-9999,-9999,56.98,63.61,-9999,-9999,-9999,0.26,1.25,0.10,,
4184,210,1,04,02,2014,2014/02/04,1310,1299.3,-9999,-9999,-9999,-9999,-9999,27.87,0.00,0.23,4.08,95.01,7.563,0.00253,2526,2432,1160,7.571,2429,1135,36.254,36.251,17.293,26.405,-9999,-9999,61.51,9.95,7.21,60.03,9.71,-9999,-9999,56.71,60.39,-9999,-9999,-9999,0.51,2.45,0.20,,
4185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4186,211,1,01,04,2014,2014/04/01,1,1.3,5.49,239.01,-9999,-9999,-9999,0.18,0.00,0.00,0.08,0.84,7.987,0.00242,2417,2128,453,7.997,2122,438,36.812,36.798,23.250,25.225,67.72,33.16,204.93,24.26,9.85,199.99,23.68,-9999,-9999,69.74,-9999,4.42,0.74,0.63,-9999,-9999,-9999,,
4187,211,1,01,04,2014,2014/04/01,7,6.0,5.57,242.59,-9999,-9999,-9999,0.26,0.00,0.00,0.07,1.03,7.989,0.00240,2396,2108,433,8.001,2101,417,36.819,36.799,22.473,25.451,89.00,22.13,165.99,20.62,9.39,161.99,20.13,-9999,-9999,-9999,-9999,3.88,1.76,1.57,4.70,15.35,1.28,,
4188,211,1,01,04,2014,2014/04/01,15,14.5,5.13,223.60,-9999,-9999,-9999,0.26,0.00,0.00,0.10,2.71,7.973,0.00242,2417,2137,453,7.982,2131,440,36.803,36.801,22.293,25.504,67.76,15.33,163.30,22.35,8.52,159.36,21.81,-9999,-9999,-9999,-9999,0.21,1.13,0.99,-9999,-9999,-9999,,
4189,211,1,01,04,2014,2014/04/01,25,24.6,3.58,156.00,-9999,-9999,-9999,0.77,0.19,3.58,0.26,2.49,7.781,0.00243,2427,2245,745,7.790,2241,727,36.836,36.823,21.594,25.718,81.45,27.23,233.00,28.83,9.43,227.38,28.14,-9999,-9999,-9999,-9999,1.92,2.11,1.48,2.41,7.85,0.65,,
4190,211,1,01,04,2014,2014/04/01,35,34.7,3.09,134.48,-9999,-9999,-9999,0.26,0.38,7.05,0.42,3.14,7.863,0.00242,2422,2200,588,7.874,2195,569,36.766,36.796,21.200,25.807,52.09,13.56,89.21,12.17,8.55,87.06,11.88,-9999,-9999,82.39,-9999,0.31,0.59,0.85,1.50,4.91,0.41,,
4191,211,1,01,04,2014,2014/04/01,55,54.9,3.03,131.88,-9999,-9999,-9999,0.18,0.29,7.90,0.47,3.49,7.856,0.00242,2425,2207,591,7.864,2203,575,36.761,36.758,20.794,25.890,24.98,4.21,92.46,13.45,8.02,90.23,13.13,-9999,-9999,-9999,-9999,0.06,0.29,0.49,1.85,6.03,0.50,,
4192,211,1,01,04,2014,2014/04/01,75,74.6,2.89,125.82,-9999,-9999,-9999,0.23,0.15,8.69,0.55,4.48,7.853,0.00242,2424,2208,586,7.861,2204,571,36.747,36.722,20.419,25.963,32.08,3.39,90.58,11.57,9.14,88.40,11.29,-9999,-9999,53.94,-9999,0.00,0.19,0.33,1.49,4.87,0.41,,
4193,211,1,01,04,2014,2014/04/01,100,100.4,3.01,130.92,-9999,-9999,-9999,0.11,0.07,8.60,0.51,3.64,7.864,0.00241,2405,2185,560,7.873,2180,545,36.702,36.704,20.216,26.004,27.40,2.33,79.40,10.43,8.88,77.48,10.17,-9999,-9999,-9999,-9999,0.01,0.11,0.25,1.40,4.56,0.38,,
4194,211,1,01,04,2014,2014/04/01,130,130.5,2.78,121.06,-9999,-9999,-9999,0.11,0.04,9.63,0.67,5.52,7.836,0.00241,2408,2202,589,7.844,2198,573,36.628,36.617,19.512,26.125,27.31,4.80,79.57,10.72,8.66,77.65,10.46,-9999,-9999,62.82,-9999,-9999,-9999,-9999,0.81,2.77,0.23,,
4195,211,1,01,04,2014,2014/04/01,160,159.9,2.07,90.20,-9999,-9999,-9999,0.10,0.08,12.01,0.96,9.19,7.752,0.00241,2406,2240,715,7.759,2237,699,36.525,36.523,18.736,26.254,-9999,-9999,111.75,11.55,11.29,109.06,11.27,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.05,3.62,0.30,,
4196,211,1,01,04,2014,2014/04/01,200,200.8,0.65,28.48,-9999,-9999,-9999,0.09,0.03,10.52,1.70,23.10,7.651,0.00240,2405,2281,910,7.657,2279,891,36.441,36.429,18.124,26.336,-9999,-9999,86.11,8.66,11.60,84.03,8.45,-9999,-9999,56.91,-9999,-9999,-9999,-9999,1.06,3.66,0.30,,
4197,211,1,01,04,2014,2014/04/01,250,251.1,0.09,3.77,-9999,-9999,-9999,0.07,0.04,1.80,1.21,36.25,7.646,0.00243,2426,2304,922,7.653,2301,902,36.392,36.391,17.897,26.363,-9999,-9999,151.92,17.91,9.89,148.26,17.48,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.64,5.86,0.49,,
4198,211,1,01,04,2014,2014/04/01,281,283.3,0.01,0.29,-9999,-9999,-9999,1.27,0.02,0.04,2.70,40.07,7.641,0.00243,2433,2311,932,7.648,2308,911,36.376,36.374,17.794,26.376,23.35,4.77,77.13,11.97,7.52,75.27,11.68,-9999,-9999,56.16,71.85,-9999,-9999,-9999,1.55,5.51,0.46,,
4199,211,1,01,04,2014,2014/04/01,300,300.5,0.00,0.00,-9999,-9999,-9999,2.32,0.02,0.02,2.96,43.29,7.646,0.00244,2444,2320,922,7.654,2317,901,36.364,36.364,17.733,26.384,-9999,-9999,83.69,13.61,7.17,81.67,13.28,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.41,8.57,0.71,,
4200,211,1,01,04,2014,2014/04/01,350,353.0,0.00,0.00,-9999,-9999,-9999,6.61,0.01,0.04,3.05,51.89,7.640,0.00245,2448,2326,935,7.647,2323,914,36.343,36.345,17.619,26.397,-9999,-9999,82.35,10.84,8.86,80.36,10.58,-9999,-9999,100.57,74.90,-9999,-9999,-9999,1.29,4.59,0.38,,
4201,211,1,01,04,2014,2014/04/01,400,403.4,0.00,0.00,-9999,-9999,-9999,9.10,0.01,0.02,3.14,57.18,7.634,0.00245,2452,2332,948,7.642,2329,926,36.342,36.334,17.560,26.403,21.80,1.57,67.47,10.06,7.82,65.84,9.82,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.96,3.41,0.28,,
4202,211,1,01,04,2014,2014/04/01,500,502.3,-9999,-9999,-9999,-9999,-9999,14.57,0.01,0.02,3.47,70.66,7.627,0.00246,2461,2344,964,7.634,2341,944,36.308,36.304,17.400,26.419,25.88,5.19,84.21,13.07,7.52,82.18,12.75,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.69,3.31,0.28,,
4203,211,1,01,04,2014,2014/04/01,750,751.3,-9999,-9999,-9999,-9999,-9999,21.52,0.01,0.05,3.76,85.06,7.560,0.00249,2493,2401,1157,7.565,2398,1136,36.269,36.268,17.255,26.426,21.34,3.56,80.90,9.01,10.48,78.95,8.79,-9999,-9999,59.14,313.60,-9999,-9999,-9999,0.92,4.44,0.37,,
4204,211,1,01,04,2014,2014/04/01,1310,1307.5,-9999,-9999,-9999,-9999,-9999,27.34,0.01,0.03,4.09,96.21,7.603,0.00252,2521,2410,1047,7.610,2407,1023,36.253,36.254,17.293,26.407,6.74,-9999,97.42,11.60,9.80,95.07,11.32,-9999,-9999,60.39,88.28,-9999,-9999,-9999,0.92,4.44,0.37,,
4205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4206,212,1,06,05,2014,2014/05/06,1,1.3,5.33,232.21,-9999,-9999,-9999,0.14,0.00,0.00,0.11,-9999,8.052,0.00242,2416,2088,382,8.065,2080,367,36.762,36.760,23.566,25.103,32.00,15.78,273.54,34.72,9.19,266.94,33.88,-9999,-9999,72.28,-9999,13.30,5.13,2.41,Samples collected on different date by Stony Brook University group.,,,,
4207,212,1,06,05,2014,2014/05/06,7,6.8,5.53,240.87,-9999,-9999,-9999,0.28,0.00,0.00,0.08,1.34,8.063,0.00240,2404,2070,350,8.076,2061,336,36.754,36.758,22.336,25.459,35.57,24.42,283.03,34.85,9.48,276.21,34.01,-9999,-9999,-9999,-9999,10.64,4.73,2.22,Data reported in the master file of those cruises (Master: Biochemistry & Microbiology),,,,
4208,212,1,06,05,2014,2014/05/06,15,15.0,5.16,224.54,-9999,-9999,-9999,0.10,0.00,0.00,0.11,1.20,8.047,0.00242,2419,2094,366,8.060,2085,351,36.749,36.755,22.149,25.510,30.10,24.50,197.06,27.17,8.46,192.31,26.51,-9999,-9999,-9999,-9999,2.01,5.77,2.34,,,,,
4209,212,1,06,05,2014,2014/05/06,25,25.1,3.14,136.49,-9999,-9999,-9999,0.48,0.41,7.19,0.43,3.02,7.898,0.00241,2409,2170,518,7.909,2164,501,36.728,36.731,20.555,25.934,30.51,19.27,99.82,15.18,7.67,97.41,14.81,-9999,-9999,-9999,-9999,0.32,3.00,1.40,,,,,
4210,212,1,06,05,2014,2014/05/06,35,35.2,2.98,129.75,-9999,-9999,-9999,0.25,0.60,9.15,0.53,4.05,7.879,0.00240,2402,2174,531,7.889,2168,515,36.675,36.684,19.959,26.058,214.82,125.94,55.73,8.07,8.06,54.39,7.87,-9999,-9999,67.70,-9999,0.01,1.30,0.67,,,,,
4211,212,1,06,05,2014,2014/05/06,55,55.4,2.79,121.60,-9999,-9999,-9999,0.10,0.86,10.19,0.61,3.04,7.865,0.00241,2406,2185,550,7.875,2180,532,36.674,36.664,19.791,26.087,19.77,9.81,74.34,8.82,9.84,72.55,8.60,-9999,-9999,-9999,-9999,0.05,0.18,0.32,,,,,
4212,212,1,06,05,2014,2014/05/06,75,74.7,2.78,121.16,-9999,-9999,-9999,0.07,0.67,9.74,0.57,4.38,7.858,0.00241,2406,2189,558,7.869,2183,540,36.644,36.655,19.705,26.103,21.20,13.91,67.28,8.75,8.97,65.66,8.54,-9999,-9999,57.32,-9999,0.10,0.14,0.26,,,,,
4213,212,1,06,05,2014,2014/05/06,100,99.4,2.90,126.38,-9999,-9999,-9999,0.10,0.41,10.45,0.60,3.98,7.872,0.00241,2406,2182,533,7.882,2177,517,36.630,36.630,19.497,26.139,14.87,9.39,66.19,7.47,10.34,64.59,7.29,-9999,-9999,-9999,-9999,0.00,0.10,0.22,,,,,
4214,212,1,06,05,2014,2014/05/06,130,129.9,1.90,82.87,-9999,-9999,-9999,0.04,0.10,11.24,0.66,4.53,7.858,0.00239,2389,2173,540,7.869,2168,522,36.563,36.569,19.031,26.213,14.79,5.48,55.02,8.07,7.95,53.69,7.88,-9999,-9999,59.75,-9999,-9999,-9999,-9999,,,,,
4215,212,1,06,05,2014,2014/05/06,160,160.9,-9999,-9999,-9999,-9999,-9999,0.10,0.07,12.54,1.04,10.49,7.782,0.00239,2389,2210,651,7.792,2206,633,36.507,36.510,18.612,26.275,-9999,-9999,46.37,4.09,13.21,45.25,4.00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,,,,
4216,212,1,06,05,2014,2014/05/06,200,198.9,0.61,26.34,-9999,-9999,-9999,0.10,0.04,9.78,1.66,23.95,7.666,0.00239,2394,2265,869,7.674,2261,846,36.417,36.424,18.059,26.348,-9999,-9999,77.10,10.63,8.46,75.24,10.38,-9999,-9999,56.12,-9999,-9999,-9999,-9999,,,,,
4217,212,1,06,05,2014,2014/05/06,250,248.5,0.18,8.04,-9999,-9999,-9999,0.09,0.03,5.58,2.00,32.37,7.624,0.00239,2387,2275,961,7.633,2271,935,36.386,36.394,17.873,26.371,-9999,-9999,21.78,2.31,10.99,21.26,2.26,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,,,,
4218,212,1,06,05,2014,2014/05/06,300,298.6,0.05,2.32,-9999,-9999,-9999,1.55,0.02,0.08,2.74,40.84,7.623,0.00242,2416,2302,969,7.631,2299,945,36.365,36.371,17.745,26.386,36.99,7.58,44.41,8.30,6.24,43.34,8.10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,,,,
4219,212,1,06,05,2014,2014/05/06,310,308.7,0.04,1.74,-9999,-9999,-9999,2.40,0.02,0.06,2.86,42.65,7.624,0.00242,2422,2307,968,7.632,2304,945,36.362,36.368,17.729,26.387,-9999,-9999,67.79,10.87,7.28,66.16,10.60,-9999,-9999,51.25,56.83,-9999,-9999,-9999,,,,,
4220,212,1,06,05,2014,2014/05/06,350,347.1,0.03,1.44,-9999,-9999,-9999,5.94,0.01,0.11,2.96,50.18,7.612,0.00243,2426,2316,998,7.620,2313,972,36.345,36.351,17.630,26.399,-9999,-9999,47.80,8.96,6.23,46.65,8.74,-9999,-9999,54.77,55.49,-9999,-9999,-9999,,,,,
4221,212,1,06,05,2014,2014/05/06,400,397.4,0.04,1.52,-9999,-9999,-9999,9.26,0.01,0.14,3.17,57.19,7.607,0.00244,2439,2330,1013,7.614,2327,990,36.335,36.339,17.563,26.406,33.13,8.29,33.52,4.93,7.93,32.71,4.81,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,,,,
4222,212,1,06,05,2014,2014/05/06,500,497.3,-9999,-9999,-9999,-9999,-9999,15.21,0.01,0.17,3.50,70.76,7.596,0.00246,2459,2354,1043,7.605,2350,1015,36.304,36.305,17.385,26.423,20.57,1.32,29.46,4.94,6.95,28.75,4.82,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,,,,
4223,212,1,06,05,2014,2014/05/06,750,745.2,-9999,-9999,-9999,-9999,-9999,22.18,0.01,0.20,3.80,85.01,7.578,0.00249,2491,2392,1102,7.586,2388,1074,36.279,36.273,17.260,26.429,22.53,3.71,40.14,4.55,10.30,39.17,4.44,-9999,-9999,60.87,62.26,-9999,-9999,-9999,,,,,
